City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Saint-Denis,FR,48.9167,2.3333,47.17,82,100,3.0,overcast clouds
464,Horizontina,BR,-27.6258,-54.3078,90.84,39,61,5.1,broken clouds
465,Laem Sing,TH,12.4816,102.0738,84.15,81,97,0.47,overcast clouds
466,Dezhou,CN,37.4486,116.2925,26.6,43,50,6.91,scattered clouds
467,Khandyga,RU,62.6667,135.6,-28.12,99,100,1.25,overcast clouds
468,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.08,54,6,4.47,clear sky
469,Mangai,CD,-4.05,19.5333,67.6,97,100,1.88,overcast clouds
470,Sloboda,RU,51.1421,40.3021,31.19,99,100,7.49,light snow
471,Grindavik,IS,63.8424,-22.4338,25.27,80,75,13.8,broken clouds
472,Yulara,AU,-25.2406,130.9889,62.44,59,81,8.05,broken clouds
473,San Cristobal,VE,7.7669,-72.225,84.38,33,90,6.35,overcast clouds
474,Borkenes,NO,68.774,16.1739,22.57,100,37,10.2,scattered clouds
475,Richards Bay,ZA,-28.783,32.0377,79.54,87,78,9.57,broken clouds
476,Henties Bay,NA,-22.116,14.2845,69.85,80,0,11.79,clear sky
477,Lahan,NP,26.7296,86.4951,63.09,49,100,5.26,overcast clouds
478,Uribia,CO,11.7139,-72.266,91.29,40,0,20.09,clear sky
479,Port Lincoln,AU,-34.7333,135.8667,61.7,73,61,15.1,broken clouds
480,Naze,JP,28.3667,129.4833,55.69,77,100,16.22,overcast clouds
481,Vila,PT,42.0304,-8.1588,46.33,83,100,3.15,overcast clouds
482,Campbell River,CA,50.0163,-125.2446,36.93,99,100,1.52,overcast clouds
483,Kysyl-Syr,RU,63.8986,122.7617,-30.75,100,74,3.58,broken clouds
484,Nyimba,ZM,-14.5566,30.8149,71.02,92,80,3.83,broken clouds
485,Olinda,BR,-8.0089,-34.8553,83.93,70,40,12.66,scattered clouds
486,Ugra,RU,54.7777,34.3267,14.38,99,99,3.98,overcast clouds
487,Shingu,JP,33.7333,135.9833,41.92,74,65,6.96,broken clouds
488,Riyadh,SA,24.6877,46.7219,66.34,33,0,12.55,clear sky
489,Sandpoint,US,48.2766,-116.5533,26.62,83,100,0.0,overcast clouds
490,Tambilil,PH,5.9622,124.6697,77.07,72,95,2.62,overcast clouds
491,Chute-Aux-Outardes,CA,49.1168,-68.399,16.11,57,100,5.75,overcast clouds
492,Quatre Cocos,MU,-20.2078,57.7625,80.71,91,100,24.81,moderate rain
493,Cap Malheureux,MU,-19.9842,57.6142,81.09,85,100,17.0,light rain
494,Westport,US,41.1415,-73.3579,45.07,96,100,1.01,mist
495,Marsa Matruh,EG,31.3525,27.2453,53.8,54,0,21.85,clear sky
496,Roma,US,43.2128,-75.4557,38.95,91,100,9.22,snow
497,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,80,48,12.91,scattered clouds
498,Keningau,MY,5.3378,116.1602,73.85,98,100,2.33,overcast clouds
499,Tabatinga,BR,-4.2525,-69.9381,78.89,89,75,2.3,moderate rain
500,Barra,BR,-11.0894,-43.1417,89.69,37,37,4.27,scattered clouds
501,Kozachi Laheri,UA,46.7037,32.9776,32.9,80,100,12.93,overcast clouds
502,Camacha,PT,33.0833,-16.3333,64.53,82,40,9.22,scattered clouds
503,Mayo,US,38.8876,-76.5119,52.25,96,100,3.44,mist
504,Mareeba,AU,-17.0,145.4333,72.48,96,100,7.0,light rain
505,Lagoa,PT,39.05,-27.9833,57.54,74,100,13.13,overcast clouds
506,Smoky Lake,CA,54.1169,-112.4686,-3.51,77,100,5.75,overcast clouds
507,Mount Isa,AU,-20.7333,139.5,73.17,40,100,13.8,overcast clouds
508,Mirador,BR,-6.3708,-44.3631,86.31,59,100,0.98,overcast clouds
509,Kutum,SD,14.2,24.6667,67.84,12,50,15.55,scattered clouds
510,Tefe,BR,-3.3542,-64.7114,86.11,79,40,5.75,scattered clouds
511,Kaiyuan,CN,23.6977,103.3037,46.58,93,0,4.29,clear sky
512,Kalach-Na-Donu,RU,48.691,43.5264,34.92,100,100,5.19,light snow
513,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.72,57,0,1.99,clear sky
514,Aller,ES,43.1187,-5.5839,47.7,91,100,0.65,overcast clouds
515,Marsabit,KE,2.3284,37.9899,76.64,31,100,13.27,overcast clouds
516,Nola,IT,40.922,14.5329,51.58,59,15,3.0,few clouds
517,Lanzhou,CN,36.0564,103.7922,13.28,39,10,2.35,clear sky
518,Damghan,IR,36.1683,54.348,42.75,48,100,3.22,overcast clouds
519,Calbuco,CL,-41.768,-73.1273,61.25,87,52,11.3,broken clouds
520,Bandarbeyla,SO,9.4942,50.8122,75.94,64,0,18.32,clear sky
521,Sibolga,ID,1.7427,98.7792,74.88,88,20,3.67,few clouds
522,Punta Alta,AR,-38.8759,-62.0736,95.77,24,40,13.8,scattered clouds
523,Pinega,RU,64.7001,43.3936,0.84,100,90,1.43,overcast clouds
524,Union,US,40.6334,-74.2663,46.81,99,100,0.0,mist
525,Nandu,CN,22.8525,110.8233,46.38,95,2,4.41,clear sky
526,Bardiyah,LY,31.7561,25.0865,53.13,83,100,29.15,overcast clouds
527,Zhigalovo,RU,54.8097,105.1578,-0.83,98,100,1.25,overcast clouds
528,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,88,40,12.64,scattered clouds
529,Charcas,MX,23.1333,-101.1167,68.14,21,100,23.35,overcast clouds
530,Lata,PT,40.1629,-8.3327,55.81,90,100,1.86,overcast clouds
531,Kano,NG,12.0001,8.5167,71.49,26,0,5.75,clear sky
532,Asyut,EG,27.181,31.1837,59.18,41,1,8.7,clear sky
533,Manono,CD,-7.3,27.4167,69.82,97,100,2.93,moderate rain
534,Suntar,RU,62.1444,117.6319,-26.18,100,85,1.61,overcast clouds
535,Almaty,KZ,43.25,76.95,21.11,93,100,4.47,fog
536,Chinhoyi,ZW,-17.3667,30.2,66.33,92,38,1.57,light rain
537,Constitucion,CL,-35.3333,-72.4167,67.86,66,10,7.78,clear sky
538,Talnakh,RU,69.4865,88.3972,-13.36,99,100,6.8,overcast clouds
539,Saint Anthony,US,45.0205,-93.218,4.66,55,0,1.99,clear sky
540,Dibulla,CO,11.2725,-73.3091,89.62,58,42,12.55,scattered clouds
541,Port Said,EG,31.2565,32.2841,58.98,55,0,16.11,clear sky
542,Katangli,RU,51.7102,143.2326,5.76,93,100,18.28,light snow
543,Shelburne,CA,44.0787,-80.2041,16.23,67,100,14.41,overcast clouds
544,Phuket,TH,8.0,98.25,77.22,88,20,2.3,few clouds
545,Tiarei,PF,-17.5333,-149.3333,84.22,70,0,16.42,clear sky
546,Amahai,ID,-3.3333,128.9167,77.54,83,100,4.09,overcast clouds
547,Beyneu,KZ,45.3167,55.2,36.37,69,35,21.23,scattered clouds
548,Bagdarin,RU,54.4333,113.6,-15.36,95,83,4.21,broken clouds
549,Jishou,CN,28.3167,109.7167,42.48,83,100,2.26,overcast clouds
550,Dhidhdhoo,MV,6.8833,73.1,80.62,72,7,4.12,clear sky
551,Chara,RU,56.9064,118.2631,-23.1,90,83,0.51,broken clouds
552,Tecoanapa,MX,16.5167,-98.75,81.12,60,0,10.29,clear sky
553,Mtimbira,TZ,-8.7833,36.35,73.51,96,61,2.62,moderate rain
554,Bealanana,MG,-14.55,48.7333,64.53,97,100,3.58,overcast clouds
555,Pampa,US,35.5362,-100.9599,9.57,85,75,21.85,snow
556,Hammerfest,NO,70.6634,23.6821,24.53,68,0,9.22,clear sky
557,Kuala Terengganu,MY,5.3302,103.1408,80.55,89,40,5.75,scattered clouds
558,Tual,ID,-5.6667,132.75,82.15,77,95,14.56,overcast clouds
559,Kholmy,UA,51.871,32.6006,23.5,94,99,12.06,overcast clouds
560,Birao,CF,10.2849,22.7882,78.28,16,10,3.02,clear sky
561,Plettenberg Bay,ZA,-34.0527,23.3716,66.11,79,100,9.06,overcast clouds
562,Berbera,SO,10.4396,45.0143,76.21,62,0,3.96,clear sky
563,Road Town,VG,18.4167,-64.6167,82.44,69,40,6.91,scattered clouds
564,Wanaka,NZ,-44.7,169.15,51.12,94,100,5.32,light rain
565,Black River,JM,18.0264,-77.8487,82.98,61,8,9.71,clear sky
566,Wamba,NG,8.9333,8.6,77.81,16,12,0.56,few clouds
567,Sisimiut,GL,66.9395,-53.6735,17.02,81,100,15.59,overcast clouds
568,Bonavista,CA,48.6499,-53.1147,37.11,81,100,25.03,overcast clouds
569,Drumnadrochit,GB,57.3344,-4.4799,40.69,97,100,10.51,overcast clouds
570,Okha,RU,53.5739,142.9478,3.67,93,100,23.26,light snow
571,San Quintin,MX,30.4833,-115.95,60.44,45,0,8.61,clear sky
572,Kalmunai,LK,7.4167,81.8167,74.93,78,0,2.15,clear sky
573,Airai,TL,-8.9266,125.4092,60.89,94,100,2.75,overcast clouds
574,Fenoarivo,MG,-18.933,47.4354,71.67,53,75,2.3,light rain
575,Acarau,BR,-2.8856,-40.12,84.38,68,84,17.72,broken clouds
576,Nanakuli,US,21.3906,-158.1547,74.71,73,0,4.61,clear sky
577,Lindi,TZ,-10.0,39.7167,76.21,94,28,4.23,moderate rain
578,Ancud,CL,-41.8697,-73.8203,65.73,87,73,6.15,light rain
579,Monrovia,LR,6.3005,-10.7969,87.57,78,52,8.79,broken clouds
580,Puerto Quijarro,BO,-17.7833,-57.7667,83.23,87,100,4.45,moderate rain
581,Dezful,IR,32.3811,48.4058,61.92,36,92,6.02,overcast clouds
582,San Antonio,US,29.4241,-98.4936,32.45,85,100,8.01,overcast clouds
583,Mingaora,PK,34.7758,72.3625,39.78,46,0,5.75,clear sky
584,Sokoto,NG,13.0609,5.239,72.95,12,0,11.32,clear sky
585,Brae,GB,60.3964,-1.353,40.91,69,100,29.44,overcast clouds
586,Paso De Los Toros,UY,-32.8167,-56.5167,88.63,43,100,9.64,overcast clouds
587,Taksimo,RU,56.3444,114.8794,-13.83,93,89,1.88,overcast clouds
588,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,4.61,few clouds
589,Teya,RU,60.3778,92.6267,15.4,89,100,9.53,overcast clouds
590,Sapa,PH,5.1544,120.3241,78.87,76,100,2.86,overcast clouds
591,Kargasok,RU,59.0556,80.8572,9.59,97,70,7.87,broken clouds
592,Dharchula,IN,29.85,80.5333,43.0,98,100,0.85,overcast clouds
593,Novo Aripuana,BR,-5.1206,-60.3797,88.02,56,53,3.94,broken clouds
594,Oussouye,SN,12.485,-16.5469,93.38,55,0,8.79,clear sky
595,Filadelfia,US,39.9523,-75.1638,48.22,90,100,0.0,mist
596,Awjilah,LY,29.1081,21.2869,54.55,57,9,17.94,clear sky
597,Togur,RU,58.3631,82.8265,10.92,97,100,6.71,overcast clouds
598,Zverinogolovskoye,RU,54.4586,64.8542,21.4,83,100,17.38,overcast clouds
599,Makakilo City,US,21.3469,-158.0858,73.29,69,0,4.61,clear sky
600,Zharkent,KZ,44.1628,80.0,25.16,72,100,3.8,overcast clouds
601,Olga,RU,43.7444,135.2892,9.28,59,4,13.76,clear sky
602,Wichita Falls,US,33.9137,-98.4934,18.41,78,40,18.41,scattered clouds
603,Skegness,GB,53.1436,0.3363,50.77,84,100,17.52,overcast clouds
604,Santa Maria,BR,-29.6842,-53.8069,81.7,57,75,17.27,thunderstorm
605,Turayf,SA,31.6725,38.6637,53.85,54,0,6.91,clear sky
606,Morondava,MG,-20.2833,44.2833,82.4,79,9,11.54,light rain
607,Fort Smith,US,35.3859,-94.3986,24.84,85,100,3.0,light snow
608,Talara,PE,-4.5772,-81.2719,86.76,48,0,16.11,clear sky
609,Maningrida,AU,-12.0667,134.2667,77.83,84,100,10.27,overcast clouds
610,Umm Lajj,SA,25.0213,37.2685,69.89,57,0,3.62,clear sky
611,Losinyy,RU,57.1386,61.0666,25.86,95,100,8.41,overcast clouds
612,Ulety,RU,51.3572,112.4849,-14.64,99,62,3.56,broken clouds
613,Botshabelo,ZA,-29.2702,26.7052,67.37,79,36,4.81,light rain
614,Cochrane,CA,51.1834,-114.4687,12.76,67,75,5.75,broken clouds
615,Kloulklubed,PW,7.0419,134.2556,82.96,76,67,16.08,broken clouds
616,Ayan,RU,56.45,138.1667,-3.03,72,100,14.5,overcast clouds
617,Angoche,MZ,-16.2325,39.9086,79.3,79,82,5.59,broken clouds
618,Armidale,AU,-30.5167,151.65,52.81,92,70,6.87,broken clouds
619,Oktyabrskiy,RU,54.4815,53.471,32.61,98,100,9.71,light snow
620,Pangnirtung,CA,66.1451,-65.7125,1.4,85,100,17.27,light snow
621,Boa Vista,BR,2.8197,-60.6733,89.58,43,75,11.5,broken clouds
622,Bundaberg,AU,-24.85,152.35,72.21,93,100,5.01,overcast clouds
623,Dwarka,IN,22.2394,68.9678,69.66,47,0,9.35,clear sky
624,Ondjiva,AO,-17.0667,15.7333,81.95,30,100,2.89,overcast clouds
625,Vertientes,CU,21.2594,-78.1464,84.81,50,100,13.73,overcast clouds
626,Gongzhuling,CN,43.5008,124.8198,3.63,71,0,7.61,clear sky
627,Alyangula,AU,-13.8483,136.4192,84.07,74,100,12.66,overcast clouds
628,Margina,RO,45.85,22.2667,26.15,92,10,2.73,clear sky
629,Kijang,KR,35.2442,129.2139,31.73,27,92,5.93,overcast clouds
630,Kamaishi,JP,39.2667,141.8833,29.07,64,31,8.9,scattered clouds
631,Gwanda,ZW,-20.9333,29.0,77.56,43,0,5.68,clear sky
632,Samarai,PG,-10.6167,150.6667,79.77,80,100,8.66,overcast clouds
633,Novita,CO,4.9551,-76.6053,81.37,86,60,3.24,broken clouds
634,Redmond,US,47.674,-122.1215,46.36,88,100,5.99,overcast clouds
635,Hato Mayor,DO,18.7629,-69.256,81.91,79,76,12.5,broken clouds
636,Izsak,HU,46.8045,19.3517,33.94,64,100,5.53,overcast clouds
637,Krasnyy Chikoy,RU,50.3643,108.7512,-8.32,100,100,2.21,overcast clouds
638,Hobyo,SO,5.3505,48.5268,77.56,72,14,19.04,few clouds
639,Lusaka,ZM,-15.4067,28.2871,65.5,94,93,4.12,overcast clouds
640,Pontes E Lacerda,BR,-15.2261,-59.3353,82.27,83,47,6.38,scattered clouds
641,Ostersund,SE,63.1792,14.6357,17.62,92,100,16.11,overcast clouds
642,Cacoal,BR,-11.4386,-61.4472,75.81,93,100,4.38,overcast clouds
643,Kieta,PG,-6.2167,155.6333,77.52,90,100,6.89,moderate rain
644,Humaita,BR,-7.5061,-63.0208,80.06,84,97,4.27,moderate rain
645,Zhuhai,CN,22.2769,113.5678,56.05,82,40,17.27,scattered clouds
646,North Vernon,US,39.0062,-85.6236,28.76,89,100,17.76,snow
647,Zhovtneve,UA,50.6637,24.2492,28.44,94,100,4.47,overcast clouds
648,Chitrakonda,IN,18.1167,82.0833,62.73,92,26,4.9,scattered clouds
649,Scotts Valley,US,37.0511,-122.0147,62.19,43,93,1.99,overcast clouds
650,Ivot,RU,53.6756,34.1872,25.0,96,100,6.38,light snow
651,Kuusamo,FI,65.9667,29.1833,-5.76,77,100,1.14,overcast clouds
652,Auki,SB,-8.7676,160.7034,77.47,88,100,4.34,overcast clouds
653,Marsh Harbour,BS,26.5412,-77.0636,73.96,65,21,20.47,few clouds
654,Coihaique,CL,-45.5752,-72.0662,72.21,52,75,8.05,broken clouds
655,Terrak,NO,65.087,12.3715,26.62,75,100,16.42,light snow
656,Korla,CN,41.7597,86.1469,26.15,49,100,6.35,overcast clouds
657,Deda,RO,46.9333,24.9,26.96,98,98,0.56,overcast clouds
658,Ballina,AU,-28.8667,153.5667,68.04,82,100,10.36,overcast clouds
659,Moussoro,TD,13.6408,16.4901,69.51,11,7,11.32,clear sky
660,Mikun,RU,62.3547,50.0771,15.33,97,100,3.33,overcast clouds
661,Castrillon,ES,43.3979,-6.7922,50.54,87,67,3.8,broken clouds
662,Goderich,CA,43.7501,-81.7165,19.9,67,100,14.97,overcast clouds
663,At-Bashi,KG,41.1702,75.8106,0.86,82,77,3.33,broken clouds
664,Nagapattinam,IN,10.7667,79.8333,73.29,71,6,6.8,clear sky
665,Aksha,RU,50.2814,113.2867,-14.78,98,25,3.65,scattered clouds
666,Wentzville,US,38.8114,-90.8529,19.87,87,100,4.0,snow
667,Figeac,FR,44.75,1.9167,42.55,93,100,1.59,overcast clouds
668,Lypnyazhka,UA,48.4469,31.0761,26.24,88,100,15.95,overcast clouds
669,Marienburg,PL,54.0359,19.0266,37.11,97,100,8.43,light rain
670,Kikwit,CD,-5.041,18.8162,67.84,98,98,1.83,overcast clouds
671,Boende,CD,-0.2167,20.8667,71.08,71,100,3.24,overcast clouds
672,Bressanone,IT,46.715,11.656,44.26,95,94,0.87,overcast clouds
673,Flin Flon,CA,54.7682,-101.865,-22.16,69,40,2.3,scattered clouds
674,Myitkyina,MM,25.3833,97.4,52.56,80,30,3.29,scattered clouds
675,Naryan-Mar,RU,67.6713,53.087,-1.61,100,97,4.5,overcast clouds
676,Faya,SA,18.3851,42.4509,59.11,71,7,3.51,clear sky
677,Pacific Grove,US,36.6177,-121.9166,64.56,57,0,1.01,clear sky
678,Kindersley,CA,51.4668,-109.1682,-2.42,71,75,24.16,broken clouds
679,Fonte Boa,BR,-2.4959,-66.2662,83.52,64,95,6.33,overcast clouds
680,Beringovskiy,RU,63.05,179.3167,0.57,78,100,21.32,overcast clouds
681,Nizhniy Odes,RU,63.6445,54.856,13.77,98,99,4.29,overcast clouds
682,Liverpool,GB,53.4106,-2.9779,52.14,82,40,5.99,scattered clouds
683,Save,BJ,8.0425,2.486,87.71,14,9,1.7,clear sky
684,Kampot,KH,10.6167,104.1833,78.85,80,19,5.17,few clouds
685,Soyo,AO,-6.1349,12.3689,80.65,73,67,6.76,broken clouds
686,Zhangjiakou,CN,40.81,114.8794,6.55,65,12,8.16,snow
687,Fairbanks,US,64.8378,-147.7164,-14.8,62,0,5.75,clear sky
688,Machali,CL,-34.1833,-70.6667,83.88,30,72,8.01,broken clouds
689,Gaffney,US,35.0718,-81.6498,54.99,91,100,1.7,overcast clouds
690,Paraibano,BR,-6.4331,-43.9836,88.45,52,98,4.25,overcast clouds
691,Gat,IL,31.61,34.7642,57.4,100,6,15.05,clear sky
692,Innisfail,AU,-17.5333,146.0333,76.14,96,100,6.38,moderate rain
693,Upata,VE,8.0086,-62.3989,85.19,36,66,6.33,broken clouds
694,Rusape,ZW,-18.5278,32.1284,66.63,82,91,4.85,overcast clouds
